Date (DD/MM/YYYY); Q (m3/s);  P (mm);  PET (mm)
21/05/2015; 32.485; 0; 1.549
22/05/2015; 29.078; 0; 0.954
23/05/2015; 27.999; 0; 1.353
24/05/2015; 30.496; 9.5; 1.139
25/05/2015; 31.708; 0.7; 1.283
26/05/2015; 31.819; 0; 0.975
27/05/2015; 58.992; 28.9; 1.108
28/05/2015; 103.762; 57.7; 1.246
29/05/2015; 173.717; 9.5; 1.306
30/05/2015; 214.731; 0.1; 1.016
31/05/2015; 270.271; 0.1; 1.116
01/06/2015; 307.888; 0.1; 1.128
02/06/2015; 313.33; 0.1; 0.797
03/06/2015; 278.962; 0.1; 1.016
04/06/2015; 222.309; 0; 0.762
05/06/2015; 171.006; 0.1; 0.903
06/06/2015; 143.374; 57.1; 0.566
07/06/2015; 125.703; 0; 0.532
08/06/2015; 105.533; 0.3; 0.357
09/06/2015; 84.869; 0.2; 0.704
10/06/2015; 68.032; 0; 0.745
11/06/2015; 88.027; 17.2; 1.13
12/06/2015; 157.813; 15.6; 0.812
13/06/2015; 172.697; 0; 0.829
14/06/2015; 175.081; 0; 0.398
15/06/2015; 164.665; 0; 0.678
16/06/2015; 150.182; 0; 0.767
17/06/2015; 133.787; 0; 0.528
18/06/2015; 186.668; 57.4; 0.624
19/06/2015; 263.438; 0.1; 0.806
20/06/2015; 302.333; 0; 0.558
21/06/2015; 317.103; 0.2; 0.488
22/06/2015; 303.255; 1.3; 0.667
23/06/2015; 293.211; 12.4; 0.475
24/06/2015; 277.211; 0; 0.865
25/06/2015; 259.22; 0; 0.67
26/06/2015; 230.045; 0; 0.594
27/06/2015; 197.896; 0; 0.815
28/06/2015; 161.708; 0; 0.522
29/06/2015; 136.445; 0.1; 0.526
30/06/2015; 118.176; 7.7; 0.605
01/07/2015; 103.103; 0.5; 0.648
02/07/2015; 85.849; 0; 0.54
03/07/2015; 70.171; 0; 0.561
04/07/2015; 69.099; 0.2; 0.573
05/07/2015; 66.702; 0; 0.8
06/07/2015; 66.835; 0; 0.915
07/07/2015; 67.1; 5.4; 0.598
08/07/2015; 67.233; 0.6; 0.452
09/07/2015; 122.885; 44.5; 0.618
10/07/2015; 147.066; 0.4; 0.695
11/07/2015; 148.931; 0; 0.848
12/07/2015; 135.852; 0; 0.353
13/07/2015; 170.332; 39; 0.765
14/07/2015; 381.214; 61.5; 0.358
15/07/2015; 527.872; 6.5; 0.71
16/07/2015; 597.273; 5.1; 0.565
17/07/2015; 597.273; 12.1; 0.624
18/07/2015; 584.437; 10.2; 0.693
19/07/2015; 564.603; 21.8; 0.665
20/07/2015; 589.918; 67.5; 0.458
21/07/2015; 610.277; 29.8; 0.375
22/07/2015; 621.557; 0; 0.697
23/07/2015; 610.277; 0; 0.816
24/07/2015; 577.177; 0; 0.731
25/07/2015; 512.582; 0; 0.95
26/07/2015; 430.97; 3.5; 0.687
27/07/2015; 353.64; 0.4; 0.704
28/07/2015; 282.484; 0.1; 0.576
29/07/2015; 238.738; 0; 0.971
30/07/2015; 191.532; 0.1; 1.306
31/07/2015; 164.005; 0; 0.94
01/08/2015; 140.942; 0; 1.036
02/08/2015; 120.103; 0; 1.375
03/08/2015; 105.089; 0; 1.054
04/08/2015; 97.282; 8.2; 0.705
05/08/2015; 103.542; 30.6; 0.731
06/08/2015; 99.414; 0.3; 1.141
07/08/2015; 88.227; 0; 0.869
08/08/2015; 73.28; 0; 0.978
09/08/2015; 63.932; 0; 1.119
10/08/2015; 54.783; 0; 1.1
11/08/2015; 47.816; 3.4; 1.015
12/08/2015; 43.343; 1; 0.743
13/08/2015; 39.446; 0; 1.035
14/08/2015; 36.898; 0; 1.016
15/08/2015; 34.844; 0; 1.199
16/08/2015; 34.166; 0.1; 1.366
17/08/2015; 31.819; 0.1; 0.943
18/08/2015; 31.487; 0; 0.978
19/08/2015; 35.526; 18.8; 1.265
20/08/2015; 41.324; 4.8; 1.014
21/08/2015; 44.903; 0.4; 1.308
22/08/2015; 45.264; 0; 1.209
23/08/2015; 42.153; 27.4; 1.009
24/08/2015; 40.853; 0; 0.971
25/08/2015; 38.283; 0; 1.307
26/08/2015; 43.582; 0; 0.852
27/08/2015; 94.759; 13.8; 0.82
28/08/2015; 116.811; 0; 1.064
29/08/2015; 102.884; 0; 1.089
30/08/2015; 81.399; 0; 1.404
31/08/2015; 65.776; 0; 1.124
01/09/2015; 56.05; 0.5; 1.665
02/09/2015; 49.907; 0; 1.204
03/09/2015; 42.628; 0.1; 1.275
04/09/2015; 36.898; 1.6; 1.902
05/09/2015; 34.731; 0; 1.714
06/09/2015; 34.279; 0; 1.44
07/09/2015; 34.054; 0; 1.411
08/09/2015; 33.267; 0; 1.693
09/09/2015; 31.045; 0; 1.518
10/09/2015; 26.504; 0; 1.272
11/09/2015; 49.783; 6.5; 1.759
12/09/2015; 68.298; 0; 1.438
13/09/2015; 60.931; 0; 1.635
14/09/2015; 51.644; 0; 1.324
15/09/2015; 43.942; 0; 1.757
16/09/2015; 40.382; 8; 1.787
17/09/2015; 69.501; 21.5; 1.629
18/09/2015; 152.702; 32; 1.714
19/09/2015; 198.611; 14.4; 1.725
20/09/2015; 277.211; 6.9; 1.727
21/09/2015; 354.989; 20.4; 1.966
22/09/2015; 458.807; 24.2; 1.423
23/09/2015; 486.063; 14.3; 1.746
24/09/2015; 468.319; 3.9; 1.653
25/09/2015; 487.695; 29.1; 1.919
26/09/2015; 430.97; 0.2; 1.594
27/09/2015; 398.357; 0.4; 1.752
28/09/2015; 363.15; 0; 1.686
29/09/2015; 319.634; 0; 2.221
30/09/2015; 273.728; 0; 1.857
01/10/2015; 222.309; 0; 2.022
02/10/2015; 172.697; 0; 1.997
03/10/2015; 149.556; 9.1; 1.688
04/10/2015; 131.739; 0; 2.197
05/10/2015; 112.236; 0; 1.888
06/10/2015; 96.016; 0.1; 2.153
07/10/2015; 88.627; 0; 2.315
08/10/2015; 172.358; 83.1; 2.146
09/10/2015; 280.72; 22; 2.168
10/10/2015; 404.173; 33.7; 2.386
11/10/2015; 504.204; 32.4; 2.272
12/10/2015; 514.268; 3.3; 2.481
13/10/2015; 481.184; 3.3; 2.288
14/10/2015; 432.49; 0; 2.437
15/10/2015; 461.965; 44.1; 2.157
16/10/2015; 484.433; 12.4; 2.216
17/10/2015; 502.538; 0.7; 1.678
18/10/2015; 504.204; 0; 2.562
19/10/2015; 454.095; 0; 2.206
20/10/2015; 389.729; 0; 2.497
21/10/2015; 327.299; 0.3; 2.215
22/10/2015; 386.878; 57.3; 2.416
23/10/2015; 341.635; 0.1; 2.004
24/10/2015; 317.103; 0; 2.123
25/10/2015; 299.579; 0; 2.324
26/10/2015; 282.484; 0; 2.727
27/10/2015; 237.143; 0; 2.717
28/10/2015; 192.233; 0; 2.794
29/10/2015; 159.106; 0; 2.627
30/10/2015; 129.999; 0; 2.545
31/10/2015; 112.236; 5.4; 2.798
01/11/2015; 104.646; 1.9; 2.878
02/11/2015; 96.647; 1.4; 2.533
03/11/2015; 82.738; 0; 2.972
04/11/2015; 81.781; 4.4; 2.659
05/11/2015; 115.454; 37.8; 3.079
06/11/2015; 157.169; 4.7; 2.828
07/11/2015; 160.404; 0; 2.923
08/11/2015; 156.848; 0; 3.255
09/11/2015; 150.496; 0; 3.296
10/11/2015; 139.134; 0; 3.011
11/11/2015; 134.965; 13.8; 3.04
12/11/2015; 119.55; 0.6; 3.433
13/11/2015; 108.449; 3.5; 3.642
14/11/2015; 100.059; 0; 3.217
15/11/2015; 83.703; 0; 3.233
16/11/2015; 66.305; 0; 3.286
17/11/2015; 56.559; 7.1; 3.33
18/11/2015; 61.19; 8.1; 3.039
19/11/2015; 55.542; 0; 3.344
20/11/2015; 90.644; 37.4; 3.359
21/11/2015; 101.574; 0; 3.252
22/11/2015; 79.509; 0; 3.136
23/11/2015; 64.589; 0; 3.437
24/11/2015; 52.019; 0; 3.291
25/11/2015; 43.343; 0; 3.063
26/11/2015; 35.412; 0; 2.984
27/11/2015; 35.526; 0; 3.36
28/11/2015; 35.982; 3; 3.475
29/11/2015; 36.668; 0; 3.275
30/11/2015; 35.526; 0; 3.556
01/12/2015; 32.152; 0; 3.775
02/12/2015; 31.597; 7.5; 3.498
03/12/2015; 35.298; 0.7; 3.587
04/12/2015; 37.358; 0; 3.965
05/12/2015; 37.589; 3.4; 3.388
06/12/2015; 35.754; 0; 3.419
07/12/2015; 34.731; 0; 4.075
08/12/2015; 31.819; 0; 3.564
09/12/2015; 29.295; 0; 3.801
10/12/2015; 74.538; 18.8; 3.509
11/12/2015; 87.827; 0; 4.142
12/12/2015; 70.306; 0; 3.489
13/12/2015; 63.669; 0.2; 4.448
14/12/2015; 59.379; 0; 3.864
15/12/2015; 54.53; 4.7; 3.494
16/12/2015; 49.783; 0; 3.665
17/12/2015; 42.153; 0; 3.537
18/12/2015; 35.754; 0; 3.953
19/12/2015; 36.096; 16.8; 3.729
20/12/2015; 34.844; 0; 3.98
21/12/2015; 32.932; 0; 3.882
22/12/2015; 30.277; 0; 3.359
23/12/2015; 29.512; 4.7; 3.622
24/12/2015; 41.561; 8.4; 3.426
25/12/2015; 95.596; 24.7; 3.847
26/12/2015; 109.355; 1.6; 3.989
27/12/2015; 102.446; 0; 3.655
28/12/2015; 88.827; 0; 3.718
29/12/2015; 75.444; 0; 4.176
30/12/2015; 72.745; 0.1; 4.051
31/12/2015; 64.457; 3.9; 3.917
